Date,Timestamp,Open,High,Low,Close,Volume
20220120,14:30:00,252.836,254.767,250.566,253.087,474.519647058463
20220120,14:45:00,253.086,254.207,252.086,253.076,490.095237291927
20220120,15:00:00,253.136,254.127,251.656,252.237,472.37387702876
20220120,15:15:00,252.247,252.987,250.337,252.806,445.037896622816
20220120,15:30:00,252.867,255.297,252.867,254.276,380.868435665107
20220120,15:45:00,254.276,254.816,253.496,254.126,314.308244675747
20220120,16:00:00,254.127,255.747,253.316,253.807,298.586144442321
20220120,16:15:00,253.827,254.566,252.857,254.376,298.796954445002
20220120,16:30:00,254.377,254.777,252.056,252.227,318.597394739787
20220120,16:45:00,252.226,253.837,252.126,253.056,299.60272445649
20220120,17:00:00,253.057,254.086,252.386,253.616,275.879794104025
20220120,17:15:00,253.646,253.937,252.596,253.796,282.490254201883
20220120,17:30:00,253.796,254.377,253.566,254.137,228.488073397151
20220120,17:45:00,254.157,254.166,252.536,253.077,280.883564178221
20220120,18:00:00,253.047,253.057,251.757,252.697,323.401974811102
20220120,18:15:00,252.667,253.447,251.876,252.807,318.602664739767
20220120,18:30:00,252.806,252.956,251.796,252.467,374.113045566279
20220120,18:45:00,252.496,253.307,251.646,251.826,266.573603965429
20220120,19:00:00,251.827,253.597,250.886,251.256,377.126125610739
20220120,19:15:00,251.257,252.237,250.616,251.216,385.137115729842
20220120,19:30:00,251.226,251.316,250.366,250.677,364.32935542021
20220120,19:45:00,250.727,251.056,248.827,249.306,438.049846517897
20220120,20:00:00,249.307,250.187,246.417,246.496,416.234566193496
20220120,20:15:00,246.546,246.857,242.746,243.436,517.177347695921
20220120,20:30:00,243.426,244.457,242.166,242.666,540.154718039223
20220120,20:45:00,242.686,242.787,240.676,241.397,581.440788655105
20220121,14:30:00,235.126,240.957,233.966,235.607,520.395517743367
20220121,14:45:00,235.687,239.376,234.596,235.996,642.51100956247
20220121,15:00:00,235.996,237.466,234.336,234.756,689.016800255326
20220121,15:15:00,234.816,236.196,232.596,234.986,678.704340102238
20220121,15:30:00,234.996,241.006,234.386,239.417,738.842120996895
20220121,15:45:00,239.417,242.437,238.337,241.237,642.124869556661
20220121,16:00:00,241.287,244.086,240.526,242.666,598.112498901173
20220121,16:15:00,242.647,248.117,242.626,245.437,530.901857899895
20220121,16:30:00,245.416,245.426,241.316,242.076,552.38403822048
20220121,16:45:00,242.137,242.406,239.476,240.747,535.208817963532
20220121,17:00:00,240.746,243.126,239.256,239.836,557.484958296729
20220121,17:15:00,239.836,240.376,237.596,239.586,493.193017337937
20220121,17:30:00,239.586,240.846,238.646,239.297,491.256887310432
20220121,17:45:00,239.296,240.327,238.456,240.016,424.633266318517
20220121,18:00:00,240.007,241.727,239.246,240.966,485.874057229681
20220121,18:15:00,240.927,241.106,237.946,238.507,462.946706888935
20220121,18:30:00,238.506,240.596,238.116,240.116,486.143197234938
20220121,18:45:00,240.156,241.117,238.866,239.286,512.477457626039
20220121,19:00:00,239.286,240.316,238.657,239.686,428.64473637809
20220121,19:15:00,239.687,240.377,237.076,237.326,388.824185785488
20220121,19:30:00,237.397,238.757,236.286,237.947,470.159096995791
20220121,19:45:00,237.917,238.677,235.446,235.607,407.415496062735
20220121,20:00:00,235.682,236.566,233.877,234.837,462.653246884453
20220121,20:15:00,234.826,236.567,232.636,233.916,556.357158280895
20220121,20:30:00,233.957,237.477,233.797,236.046,625.287749306837
20220121,20:45:00,236.017,236.436,232.996,233.386,503.839047499103
20220124,14:30:00,222.897,228.896,221.996,222.787,265.895994059407
20220124,14:45:00,222.856,224.847,219.896,220.777,289.816033525101
20220124,15:00:00,220.747,221.867,215.446,217.646,341.807152363443
20220124,15:15:00,217.676,219.887,214.927,219.056,357.824910023214
20220124,15:30:00,219.057,221.726,218.396,220.736,355.166992065322
20220124,15:45:00,220.737,221.326,217.346,219.996,327.890192674531
20220124,16:00:00,220.006,220.007,215.796,216.477,376.393031590807
20220124,16:15:00,216.477,218.747,216.336,217.837,385.863191378987
20220124,16:30:00,217.916,218.887,215.556,216.007,502.48438877397
20220124,16:45:00,216.006,216.576,213.336,215.747,461.897789680734
20220124,17:00:00,215.757,215.866,210.936,211.746,511.847988564739
20220124,17:15:00,211.747,211.937,208.876,211.036,511.47290857289
20220124,17:30:00,211.136,213.227,210.216,212.697,432.833430328959
20220124,17:45:00,212.746,216.737,212.366,215.606,496.620968901567
20220124,18:00:00,215.607,219.367,214.926,219.186,504.716988720204
20220124,18:15:00,219.187,220.577,215.996,216.096,477.546509327396
20220124,18:30:00,216.147,220.067,215.886,218.606,416.922470682242
20220124,18:45:00,218.607,222.937,218.526,222.936,389.300931299527
20220124,19:00:00,222.927,225.617,221.996,222.906,426.393250470443
20220124,19:15:00,222.907,224.757,220.326,221.966,445.773730037559
20220124,19:30:00,222.007,224.146,219.477,221.226,419.515430624742
20220124,19:45:00,221.247,225.066,219.656,224.957,485.512229149535
20220124,20:00:00,225.067,227.577,223.546,227.277,485.396469152169
20220124,20:15:00,227.247,230.607,226.726,228.607,482.91712920781
20220124,20:30:00,228.326,232.157,227.606,228.726,420.347070606018
20220124,20:45:00,228.676,233.427,228.516,233.367,224.917474973234
20220125,14:30:00,225.557,227.956,224.366,225.047,547.514547764193
20220125,14:45:00,225.047,225.477,221.657,223.797,554.247867613682
20220125,15:00:00,223.796,225.036,221.107,222.876,548.597927739829
20220125,15:15:00,222.876,226.066,221.396,225.867,555.959647575495
20220125,15:30:00,225.867,227.336,225.076,226.616,620.301726137448
20220125,15:45:00,226.616,228.717,224.306,224.906,543.564267852416
20220125,16:00:00,224.887,226.51,223.266,224.006,563.366047409814
20220125,16:15:00,223.977,226.226,223.436,224.047,574.885627152122
20220125,16:30:00,224.106,224.197,220.826,222.387,540.290907925519
20220125,16:45:00,222.416,223.697,221.246,221.567,552.290167657367
20220125,17:00:00,221.567,223.846,221.336,222.466,597.827206639864
20220125,17:15:00,222.446,223.237,220.516,221.457,556.7254875582
20220125,17:30:00,221.457,221.457,219.996,221.027,508.432548637473
20220125,17:45:00,220.997,221.476,219.996,221.396,475.306129377932
20220125,18:00:00,221.476,222.476,220.346,222.187,584.57594693586
20220125,18:15:00,222.217,224.177,221.686,223.816,477.724149323825
20220125,18:30:00,223.847,224.777,223.387,224.156,488.298889087659
20220125,18:45:00,224.107,226.856,223.616,226.636,474.121929404369
20220125,19:00:00,226.656,226.837,224.656,226.577,472.308329444859
20220125,19:15:00,226.646,227.947,226.247,227.366,500.423468816865
20220125,19:30:00,227.367,228.397,225.576,228.126,475.557529372425
20220125,19:45:00,228.096,229.367,227.226,228.806,429.205430408096
20220125,20:00:00,228.806,228.877,225.506,226.846,514.979428491424
20220125,20:15:00,226.777,228.127,223.906,224.406,522.087068332752
20220125,20:30:00,224.406,226.067,223.107,224.987,569.60540727037
20220125,20:45:00,224.986,225.936,222.426,223.026,399.217011078217
20220126,14:30:00,231.906,235.146,227.956,228.586,464.615629617401
20220126,14:45:00,228.647,232.407,228.357,231.917,458.291729758013
20220126,15:00:00,232.007,236.466,231.406,234.907,506.133028689204
20220126,15:15:00,234.866,235.377,232.617,233.706,529.203868173645
20220126,15:30:00,233.707,234.237,231.496,231.847,495.831828919705
20220126,15:45:00,231.847,232.347,230.546,231.737,523.836188293106
20220126,16:00:00,231.696,232.196,229.616,232.006,535.872928024342
20220126,16:15:00,232.006,232.787,231.266,231.377,432.516790334397
20220126,16:30:00,231.407,232.797,230.706,232.697,448.581549975162
20220126,16:45:00,232.716,233.217,231.096,232.277,469.218609514166
20220126,17:00:00,232.287,234.066,231.846,233.346,428.750390418616
20220126,17:15:00,233.347,235.477,233.196,235.207,396.216131145688
20220126,17:30:00,235.207,238.156,234.687,237.797,454.225149849677
20220126,17:45:00,237.797,238.167,236.496,237.596,438.695950196401
20220126,18:00:00,237.596,237.667,235.307,236.506,432.702170330274
20220126,18:15:00,236.506,236.936,235.296,236.437,427.033650456739
