Date,Timestamp,Open,High,Low,Close,Volume
20230425,13:30:00,159.766,161.387,158.746,160.797,7.89960037521087
20230425,13:45:00,160.836,160.887,159.496,159.597,7.49310035153758
20230425,14:00:00,159.597,160.837,159.586,160.617,6.9048003279604
20230425,14:15:00,160.587,162.196,160.516,161.456,6.8268003242556
20230425,14:30:00,161.446,162.116,160.596,160.897,5.61480026668869
20230425,14:45:00,160.847,162.977,160.846,162.806,5.76360027375631
20230425,15:00:00,162.766,163.447,162.506,162.617,5.101200242294
20230425,15:15:00,162.577,163.256,162.026,163.046,5.47440026002005
20230425,15:30:00,163.047,163.377,162.416,163.157,4.98840023693629
20230425,15:45:00,163.167,163.287,162.116,162.427,4.09320019441657
20230425,16:00:00,162.467,163.056,162.006,162.746,4.63200022000819
20230425,16:15:00,162.736,163.436,162.666,162.916,4.32480020541698
20230425,16:30:00,162.917,163.087,162.386,162.887,3.91440018592402
20230425,16:45:00,162.886,162.987,162.346,162.956,3.58920017047785
20230425,17:00:00,162.966,163.186,162.656,162.676,4.0008001900278
20230425,17:15:00,162.686,162.757,161.916,162.657,4.54920021607541
20230425,17:30:00,162.617,162.917,162.307,162.546,4.02120019099675
20230425,17:45:00,162.547,162.737,162.196,162.386,4.22640020074323
20230425,18:00:00,162.396,162.627,161.576,161.766,4.60920021892525
20230425,18:15:00,161.766,161.887,161.156,161.667,4.95480023534037
20230425,18:30:00,161.666,162.157,161.577,161.747,4.37280020769686
20230425,18:45:00,161.757,162.396,161.696,162.156,4.03680019173771
20230425,19:00:00,162.157,162.586,161.916,162.076,4.93440023437142
20230425,19:15:00,162.086,162.327,161.496,161.576,4.91640023351647
20230425,19:30:00,161.576,161.787,161.006,161.116,5.16390023048734
20230425,19:45:00,161.137,161.417,160.476,160.677,5.24280024901964
20230426,13:30:00,160.407,160.577,158.476,158.616,5.52000026218593
20230426,13:45:00,158.597,158.866,156.146,156.196,5.38560025580227
20230426,14:00:00,156.167,156.317,154.876,155.216,4.87920023174956
20230426,14:15:00,155.196,155.196,153.206,154.336,4.32840020558797
20230426,14:30:00,154.286,155.317,153.906,154.797,3.50040016626008
20230426,14:45:00,154.847,156.027,154.546,155.796,3.07200014591217
20230426,15:00:00,155.806,156.067,155.147,155.576,3.12600014847703
20230426,15:15:00,155.577,156.346,154.806,154.837,2.64960012584925
20230426,15:30:00,154.817,155.897,154.816,155.696,2.17200010316446
20230426,15:45:00,155.697,156.157,155.316,156.056,1.93200009176508
20230426,16:00:00,156.056,156.477,155.656,155.807,2.29800010914914
20230426,16:15:00,155.797,155.916,155.216,155.807,2.06160009792075
20230426,16:30:00,155.807,156.397,155.296,156.367,3.01320014311932
20230426,16:45:00,156.376,156.777,156.016,156.437,2.9424001397565
20230426,17:00:00,156.436,156.877,156.296,156.666,2.91840013861656
