Date,Timestamp,Open,High,Low,Close,Volume
20200413,13:30:00,277.108,277.408,275.008,275.098,9.60866745503063
20200413,13:45:00,275.108,275.398,273.947,274.128,8.45002640017185
20200413,14:00:00,274.147,275.568,273.928,274.777,7.88136937318404
20200413,14:15:00,274.778,274.778,272.747,273.478,7.88508537339817
20200413,14:30:00,273.478,273.748,272.357,272.467,7.70856836500184
20200413,14:45:00,272.477,273.218,272.097,272.728,7.07559933502728
20200413,15:00:00,272.728,272.728,271.407,272.178,7.2109463413525
20200413,15:15:00,272.178,273.628,272.158,273.488,6.70896031756683
20200413,15:30:00,273.478,273.548,272.607,272.927,6.56974431096046
20200413,15:45:00,272.917,274.058,272.847,273.607,6.53846630948055
20200413,16:00:00,273.588,274.778,273.387,274.768,6.33637129988665
20200413,16:15:00,274.778,275.048,274.147,274.158,6.2000622934529
20200413,16:30:00,274.148,274.158,273.397,273.848,6.25109229590817
20200413,16:45:00,273.858,274.268,272.927,273.278,5.64246226705473
20200413,17:00:00,273.277,273.468,272.537,272.768,5.89222027889673
20200413,17:15:00,272.778,273.008,272.447,272.878,5.45685225825969
20200413,17:30:00,272.888,274.138,272.667,273.968,5.6856912691037
20200413,17:45:00,273.977,274.558,273.657,274.068,5.59233126468189
20200413,18:00:00,274.067,274.788,273.107,273.177,6.25013929582929
20200413,18:15:00,273.178,273.798,272.967,273.588,6.04731928619913
20200413,18:30:00,273.577,273.958,273.138,273.338,5.56184326321568
20200413,18:45:00,273.348,274.398,273.257,274.228,5.44405825764784
20200413,19:00:00,274.228,274.278,273.207,273.617,6.31711029904841
20200413,19:15:00,273.618,275.167,273.367,274.827,6.78511632120922
20200413,19:30:00,274.817,275.968,274.578,275.968,7.20949134132206
20200413,19:45:00,275.958,276.498,274.657,275.468,8.42384939885778
20200414,13:30:00,280.928,282.098,279.898,282.047,9.48159044905685
20200414,13:45:00,282.068,282.848,281.668,282.838,7.79790136923407
20200414,14:00:00,282.838,283.058,282.327,282.768,7.57802335884992
20200414,14:15:00,282.778,283.758,282.697,282.998,7.06183233449019
20200414,14:30:00,283.018,283.088,282.017,282.627,7.17971134003267
20200414,14:45:00,282.618,282.968,281.547,281.567,7.07144633489781
20200414,15:00:00,281.568,282.078,280.198,280.628,7.21144634151619
20200414,15:15:00,280.627,281.378,280.067,280.778,7.32085334660985
20200414,15:30:00,280.788,281.728,280.767,281.577,7.11531433692483
20200414,15:45:00,281.578,281.628,280.867,281.158,6.38656430239541
20200414,16:00:00,281.157,282.628,281.157,282.208,6.11208128943497
20200414,16:15:00,282.207,283.228,282.187,282.738,5.8983812792759
20200414,16:30:00,282.747,283.038,282.597,282.698,5.26007024909154
20200414,16:45:00,282.688,283.278,282.538,282.898,5.52194426141284
20200414,17:00:00,282.908,282.998,282.327,282.658,5.12189324253393
20200414,17:15:00,282.667,283.018,282.287,282.808,5.31951325193154
20200414,17:30:00,282.798,283.358,282.788,283.168,5.21399524690412
20200414,17:45:00,283.168,283.988,283.147,283.728,5.2223222472918
20200414,18:00:00,283.738,283.758,283.278,283.658,5.11425424216156
20200414,18:15:00,283.658,284.278,283.557,283.778,5.29231225061562
20200414,18:30:00,283.777,283.968,283.477,283.568,5.47286825917467
20200414,18:45:00,283.567,284.088,283.357,283.927,5.06019623965699
20200414,19:00:00,283.928,283.938,282.797,283.148,5.82741827593543
20200414,19:15:00,283.148,283.588,282.547,283.588,6.32466229951422
20200414,19:30:00,283.588,284.197,283.417,283.787,6.39152230269485
20200414,19:45:00,283.798,284.648,283.487,283.798,7.72554636596089
20200415,13:30:00,277.518,278.348,276.757,276.788,9.4023974453039
20200415,13:45:00,276.818,277.488,276.328,277.347,8.50367340273078
